H,N,F,S,Nickname,Mass,z,m/z,condition
4,7,4,1,H4N7F4S1,2963.104565,1,3059.147034,(M+aminediol)+Na
5,7,1,2,H5N7F1S2,2978.079065,1,3147.174234,(M+aminediol)+Na
5,7,3,1,H5N7F3S1,2979.099465,1,3075.141934,(M+aminediol)+Na
5,7,5,0,H5N7F5S0,2980.119865,1,3003.109634,(M+aminediol)+Na
7,4,3,2,H7N4F3S2,2985.062265,1,3154.157434,(M+aminediol)+Na
6,7,0,2,H6N7F0S2,2994.073965,1,3163.169134,(M+aminediol)+Na
6,7,2,1,H6N7F2S1,2995.094365,1,3091.136834,(M+aminediol)+Na
6,7,4,0,H6N7F4S0,2996.114765,1,3019.104534,(M+aminediol)+Na
5,5,0,4,H5N5F0S4,3008.053165,1,3323.253734,(M+aminediol)+Na
5,5,4,2,H5N5F4S2,3010.093965,1,3179.189134,(M+aminediol)+Na
7,7,1,1,H7N7F1S1,3011.089265,1,3107.131734,(M+aminediol)+Na
7,7,3,0,H7N7F3S0,3012.109665,1,3035.099434,(M+aminediol)+Na
6,5,1,3,H6N5F1S3,3025.068465,1,3267.216334,(M+aminediol)+Na
6,5,3,2,H6N5F3S2,3026.088865,1,3195.184034,(M+aminediol)+Na
3,11,2,0,H3N11F2S0,3030.158165,1,3053.147934,(M+aminediol)+Na
5,8,2,1,H5N8F2S1,3036.120965,1,3132.163434,(M+aminediol)+Na
7,5,0,3,H7N5F0S3,3041.063365,1,3283.211234,(M+aminediol)+Na
7,5,2,2,H7N5F2S2,3042.083765,1,3211.178934,(M+aminediol)+Na
5,6,1,3,H5N6F1S3,3066.095065,1,3308.242934,(M+aminediol)+Na
5,6,3,2,H5N6F3S2,3067.115465,1,3236.210634,(M+aminediol)+Na
5,6,5,1,H5N6F5S1,3068.135865,1,3164.178334,(M+aminediol)+Na
6,6,0,3,H6N6F0S3,3082.089965,1,3324.237834,(M+aminediol)+Na
6,6,2,2,H6N6F2S2,3083.110365,1,3252.205534,(M+aminediol)+Na
6,6,4,1,H6N6F4S1,3084.130765,1,3180.173234,(M+aminediol)+Na
5,4,4,3,H5N4F4S3,3098.109965,1,3340.257834,(M+aminediol)+Na
7,6,1,2,H7N6F1S2,3099.105265,1,3268.200434,(M+aminediol)+Na
7,6,3,1,H7N6F3S1,3100.125665,1,3196.168134,(M+aminediol)+Na
7,6,5,0,H7N6F5S0,3101.146065,1,3124.135834,(M+aminediol)+Na
6,9,0,1,H6N9F0S1,3109.137365,1,3205.179834,(M+aminediol)+Na
4,7,5,1,H4N7F5S1,3109.162465,1,3205.204934,(M+aminediol)+Na
5,7,2,2,H5N7F2S2,3124.136965,1,3293.232134,(M+aminediol)+Na
5,7,4,1,H5N7F4S1,3125.157365,1,3221.199834,(M+aminediol)+Na
6,7,1,2,H6N7F1S2,3140.131865,1,3309.227034,(M+aminediol)+Na
6,7,3,1,H6N7F3S1,3141.152265,1,3237.194734,(M+aminediol)+Na
6,7,5,0,H6N7F5S0,3142.172665,1,3165.162434,(M+aminediol)+Na
7,7,0,2,H7N7F0S2,3156.126765,1,3325.221934,(M+aminediol)+Na
7,7,2,1,H7N7F2S1,3157.147165,1,3253.189634,(M+aminediol)+Na
7,7,4,0,H7N7F4S0,3158.167565,1,3181.157334,(M+aminediol)+Na
4,8,4,1,H4N8F4S1,3166.183965,1,3262.226434,(M+aminediol)+Na
6,5,0,4,H6N5F0S4,3170.105965,1,3485.306534,(M+aminediol)+Na
6,5,2,3,H6N5F2S3,3171.126365,1,3413.274234,(M+aminediol)+Na
6,5,4,2,H6N5F4S2,3172.146765,1,3341.241934,(M+aminediol)+Na
7,5,3,2,H7N5F3S2,3188.141665,1,3357.236834,(M+aminediol)+Na
6,8,4,0,H6N8F4S0,3199.194165,1,3222.183934,(M+aminediol)+Na
5,6,4,2,H5N6F4S2,3213.173365,1,3382.268534,(M+aminediol)+Na
4,9,1,2,H4N9F1S2,3222.185065,1,3391.280234,(M+aminediol)+Na
6,6,1,3,H6N6F1S3,3228.147865,1,3470.295734,(M+aminediol)+Na
6,6,3,2,H6N6F3S2,3229.168265,1,3398.263434,(M+aminediol)+Na
6,6,5,1,H6N6F5S1,3230.188665,1,3326.231134,(M+aminediol)+Na
7,6,0,3,H7N6F0S3,3244.142765,1,3486.290634,(M+aminediol)+Na
7,6,2,2,H7N6F2S2,3245.163165,1,3414.258334,(M+aminediol)+Na
7,6,4,1,H7N6F4S1,3246.183565,1,3342.226034,(M+aminediol)+Na
6,9,1,1,H6N9F1S1,3255.195265,1,3351.237734,(M+aminediol)+Na
6,9,3,0,H6N9F3S0,3256.215665,1,3279.205434,(M+aminediol)+Na
5,7,3,2,H5N7F3S2,3270.194865,1,3439.290034,(M+aminediol)+Na
5,7,5,1,H5N7F5S1,3271.215265,1,3367.257734,(M+aminediol)+Na
6,7,0,3,H6N7F0S3,3285.169365,1,3527.317234,(M+aminediol)+Na
6,7,2,2,H6N7F2S2,3286.189765,1,3455.284934,(M+aminediol)+Na
6,7,4,1,H6N7F4S1,3287.210165,1,3383.252634,(M+aminediol)+Na
7,7,1,2,H7N7F1S2,3302.184665,1,3471.279834,(M+aminediol)+Na
7,7,3,1,H7N7F3S1,3303.205065,1,3399.247534,(M+aminediol)+Na
7,7,5,0,H7N7F5S0,3304.225465,1,3327.215234,(M+aminediol)+Na
6,10,0,1,H6N10F0S1,3312.216765,1,3408.259234,(M+aminediol)+Na
6,5,1,4,H6N5F1S4,3316.163865,1,3631.364434,(M+aminediol)+Na
6,5,3,3,H6N5F3S3,3317.184265,1,3559.332134,(M+aminediol)+Na
8,7,2,1,H8N7F2S1,3319.199965,1,3415.242434,(M+aminediol)+Na
8,7,4,0,H8N7F4S0,3320.220365,1,3343.210134,(M+aminediol)+Na
8,10,0,0,H8N10F0S0,3345.226965,1,3368.216734,(M+aminediol)+Na
5,6,1,4,H5N6F1S4,3357.190465,1,3672.391034,(M+aminediol)+Na
5,6,5,2,H5N6F5S2,3359.231265,1,3528.326434,(M+aminediol)+Na
6,11,1,0,H6N11F1S0,3370.258665,1,3393.248434,(M+aminediol)+Na
6,6,0,4,H6N6F0S4,3373.185365,1,3688.385934,(M+aminediol)+Na
6,6,2,3,H6N6F2S3,3374.205765,1,3616.353634,(M+aminediol)+Na
6,6,4,2,H6N6F4S2,3375.226165,1,3544.321334,(M+aminediol)+Na
7,6,1,3,H7N6F1S3,3390.200665,1,3632.348534,(M+aminediol)+Na
7,6,3,2,H7N6F3S2,3391.221065,1,3560.316234,(M+aminediol)+Na
7,6,5,1,H7N6F5S1,3392.241465,1,3488.283934,(M+aminediol)+Na
6,9,4,0,H6N9F4S0,3402.273565,1,3425.263334,(M+aminediol)+Na
5,7,4,2,H5N7F4S2,3416.252765,1,3585.347934,(M+aminediol)+Na
6,7,1,3,H6N7F1S3,3431.227265,1,3673.375134,(M+aminediol)+Na
6,7,3,2,H6N7F3S2,3432.247665,1,3601.342834,(M+aminediol)+Na
6,7,5,1,H6N7F5S1,3433.268065,1,3529.310534,(M+aminediol)+Na
7,7,0,3,H7N7F0S3,3447.222165,1,3689.370034,(M+aminediol)+Na
7,7,2,2,H7N7F2S2,3448.242565,1,3617.337734,(M+aminediol)+Na
7,7,4,1,H7N7F4S1,3449.262965,1,3545.305434,(M+aminediol)+Na
6,5,4,3,H6N5F4S3,3463.242165,1,3705.390034,(M+aminediol)+Na
8,7,1,2,H8N7F1S2,3464.237465,1,3633.332634,(M+aminediol)+Na
6,8,4,1,H6N8F4S1,3490.289565,1,3586.332034,(M+aminediol)+Na
6,6,3,3,H6N6F3S3,3520.263665,1,3762.411534,(M+aminediol)+Na
6,6,5,2,H6N6F5S2,3521.284065,1,3690.379234,(M+aminediol)+Na
7,6,0,4,H7N6F0S4,3535.238165,1,3850.438734,(M+aminediol)+Na
7,6,2,3,H7N6F2S3,3536.258565,1,3778.406434,(M+aminediol)+Na
7,6,4,2,H7N6F4S2,3537.278965,1,3706.374134,(M+aminediol)+Na
11,5,3,1,H11N5F3S1,3545.257465,1,3641.299934,(M+aminediol)+Na
5,7,5,2,H5N7F5S2,3562.310665,1,3731.405834,(M+aminediol)+Na
6,7,2,3,H6N7F2S3,3577.285165,1,3819.433034,(M+aminediol)+Na
6,7,4,2,H6N7F4S2,3578.305565,1,3747.400734,(M+aminediol)+Na
5,10,1,2,H5N10F1S2,3587.317265,1,3756.412434,(M+aminediol)+Na
7,7,1,3,H7N7F1S3,3593.280065,1,3835.427934,(M+aminediol)+Na
7,7,3,2,H7N7F3S2,3594.300465,1,3763.395634,(M+aminediol)+Na
7,7,5,1,H7N7F5S1,3595.320865,1,3691.363334,(M+aminediol)+Na
8,7,0,3,H8N7F0S3,3609.274965,1,3851.422834,(M+aminediol)+Na
8,7,4,1,H8N7F4S1,3611.315765,1,3707.358234,(M+aminediol)+Na
8,5,3,3,H8N5F3S3,3641.289865,1,3883.437734,(M+aminediol)+Na
6,6,4,3,H6N6F4S3,3666.321565,1,3908.469434,(M+aminediol)+Na
7,11,0,1,H7N11F0S1,3677.348965,1,3773.391434,(M+aminediol)+Na
7,6,1,4,H7N6F1S4,3681.296065,1,3996.496634,(M+aminediol)+Na
7,6,3,3,H7N6F3S3,3682.316465,1,3924.464334,(M+aminediol)+Na
7,6,5,2,H7N6F5S2,3683.336865,1,3852.432034,(M+aminediol)+Na
9,8,2,1,H9N8F2S1,3684.332165,1,3780.374634,(M+aminediol)+Na
8,6,0,4,H8N6F0S4,3697.290965,1,4012.491534,(M+aminediol)+Na
5,7,4,3,H5N7F4S3,3707.348165,1,3949.496034,(M+aminediol)+Na
9,11,0,0,H9N11F0S0,3710.359165,1,3733.348934,(M+aminediol)+Na
6,7,1,4,H6N7F1S4,3722.322665,1,4037.523234,(M+aminediol)+Na
6,7,3,3,H6N7F3S3,3723.343065,1,3965.490934,(M+aminediol)+Na
6,7,5,2,H6N7F5S2,3724.363465,1,3893.458634,(M+aminediol)+Na
7,7,0,4,H7N7F0S4,3738.317565,1,4053.518134,(M+aminediol)+Na
7,7,2,3,H7N7F2S3,3739.337965,1,3981.485834,(M+aminediol)+Na
7,7,4,2,H7N7F4S2,3740.358365,1,3909.453534,(M+aminediol)+Na
6,5,4,4,H6N5F4S4,3754.337565,1,4069.538134,(M+aminediol)+Na
8,7,1,3,H8N7F1S3,3755.332865,1,3997.480734,(M+aminediol)+Na
8,7,3,2,H8N7F3S2,3756.353265,1,3925.448434,(M+aminediol)+Na
6,8,2,3,H6N8F2S3,3780.364565,1,4022.512434,(M+aminediol)+Na
7,8,1,3,H7N8F1S3,3796.359465,1,4038.507334,(M+aminediol)+Na
8,8,0,3,H8N8F0S3,3812.354365,1,4054.502234,(M+aminediol)+Na
7,6,2,4,H7N6F2S4,3827.353965,1,4142.554534,(M+aminediol)+Na
7,6,4,3,H7N6F4S3,3828.374365,1,4070.522234,(M+aminediol)+Na
9,8,1,2,H9N8F1S2,3829.369665,1,3998.464834,(M+aminediol)+Na
6,7,4,3,H6N7F4S3,3869.400965,1,4111.548834,(M+aminediol)+Na
7,7,1,4,H7N7F1S4,3884.375465,1,4199.576034,(M+aminediol)+Na
7,7,3,3,H7N7F3S3,3885.395865,1,4127.543734,(M+aminediol)+Na
7,7,5,2,H7N7F5S2,3886.416265,1,4055.511434,(M+aminediol)+Na
8,7,0,4,H8N7F0S4,3900.370365,1,4215.570934,(M+aminediol)+Na
8,7,4,2,H8N7F4S2,3902.411165,1,4071.506334,(M+aminediol)+Na
6,8,3,3,H6N8F3S3,3926.422465,1,4168.570334,(M+aminediol)+Na
7,8,0,4,H7N8F0S4,3941.396965,1,4256.597534,(M+aminediol)+Na
6,11,1,2,H6N11F1S2,3952.449465,1,4121.544634,(M+aminediol)+Na
6,6,4,4,H6N6F4S4,3957.416965,1,4272.617534,(M+aminediol)+Na
7,11,0,2,H7N11F0S2,3968.444365,1,4137.539534,(M+aminediol)+Na
7,6,3,4,H7N6F3S4,3973.411865,1,4288.612434,(M+aminediol)+Na
9,8,0,3,H9N8F0S3,3974.407165,1,4216.555034,(M+aminediol)+Na
7,6,5,3,H7N6F5S3,3974.432265,1,4216.580134,(M+aminediol)+Na
8,11,1,1,H8N11F1S1,3985.459665,1,4081.502134,(M+aminediol)+Na
6,7,5,3,H6N7F5S3,4015.458865,1,4257.606734,(M+aminediol)+Na
7,7,2,4,H7N7F2S4,4030.433365,1,4345.633934,(M+aminediol)+Na
7,7,4,3,H7N7F4S3,4031.453765,1,4273.601634,(M+aminediol)+Na
8,7,1,4,H8N7F1S4,4046.428265,1,4361.628834,(M+aminediol)+Na
8,7,3,3,H8N7F3S3,4047.448665,1,4289.596534,(M+aminediol)+Na
7,10,4,1,H7N10F4S1,4058.501165,1,4154.543634,(M+aminediol)+Na
7,8,1,4,H7N8F1S4,4087.454865,1,4402.655434,(M+aminediol)+Na
9,10,4,0,H9N10F4S0,4091.511365,1,4114.501134,(M+aminediol)+Na
8,8,0,4,H8N8F0S4,4103.449765,1,4418.650334,(M+aminediol)+Na
10,10,3,0,H10N10F3S0,4107.506265,1,4130.496034,(M+aminediol)+Na
7,6,4,4,H7N6F4S4,4119.469765,1,4434.670334,(M+aminediol)+Na
7,7,3,4,H7N7F3S4,4176.491265,1,4491.691834,(M+aminediol)+Na
7,7,5,3,H7N7F5S3,4177.511665,1,4419.659534,(M+aminediol)+Na
8,7,2,4,H8N7F2S4,4192.486165,1,4507.686734,(M+aminediol)+Na
8,7,4,3,H8N7F4S3,4193.506565,1,4435.654434,(M+aminediol)+Na
5,11,2,3,H5N11F2S3,4227.549965,1,4469.697834,(M+aminediol)+Na
6,11,1,3,H6N11F1S3,4243.544865,1,4485.692734,(M+aminediol)+Na
8,8,3,3,H8N8F3S3,4250.528065,1,4492.675934,(M+aminediol)+Na
9,8,0,4,H9N8F0S4,4265.502565,1,4580.703134,(M+aminediol)+Na
7,6,5,4,H7N6F5S4,4265.527665,1,4580.728234,(M+aminediol)+Na
9,8,4,2,H9N8F4S2,4267.543365,1,4436.638534,(M+aminediol)+Na
7,7,4,4,H7N7F4S4,4322.549165,1,4637.749734,(M+aminediol)+Na
8,7,3,4,H8N7F3S4,4338.544065,1,4653.744634,(M+aminediol)+Na
9,8,1,4,H9N8F1S4,4411.560465,1,4726.761034,(M+aminediol)+Na
8,9,1,4,H8N9F1S4,4452.587065,1,4767.787634,(M+aminediol)+Na
10,11,4,0,H10N11F4S0,4456.643565,1,4479.633334,(M+aminediol)+Na
7,7,5,4,H7N7F5S4,4468.607065,1,4783.807634,(M+aminediol)+Na
8,7,0,6,H8N7F0S6,4482.561165,1,4943.867134,(M+aminediol)+Na
8,7,4,4,H8N7F4S4,4484.601965,1,4799.802534,(M+aminediol)+Na
9,8,0,5,H9N8F0S5,4556.597965,1,4944.851234,(M+aminediol)+Na
9,8,2,4,H9N8F2S4,4557.618365,1,4872.818934,(M+aminediol)+Na
8,7,1,6,H8N7F1S6,4628.619065,1,5089.925034,(M+aminediol)+Na
10,9,0,4,H10N9F0S4,4630.634765,1,4945.835334,(M+aminediol)+Na
10,9,4,2,H10N9F4S2,4632.675565,1,4801.770734,(M+aminediol)+Na
8,9,1,5,H8N9F1S5,4743.682465,1,5131.935734,(M+aminediol)+Na
6,11,3,4,H6N11F3S4,4826.756065,1,5141.956634,(M+aminediol)+Na
9,8,0,6,H9N8F0S6,4847.693365,1,5308.999334,(M+aminediol)+Na
11,10,3,2,H11N10F3S2,4851.749865,1,5020.845034,(M+aminediol)+Na
10,9,4,3,H10N9F4S3,4923.770965,1,5165.918834,(M+aminediol)+Na
3,2,0,0,H3N2F0S0,910.327765,2,456.1716825,2H
3,2,1,0,H3N2F1S0,1056.385665,2,529.2006325,2H
4,2,0,0,H4N2F0S0,1072.380565,2,537.1980825,2H
3,3,0,0,H3N3F0S0,1113.407165,2,557.7113825,2H
3,2,0,1,H3N2F0S1,1201.423165,2,601.7193825,2H
4,2,1,0,H4N2F1S0,1218.438465,2,610.2270325,2H
5,2,0,0,H5N2F0S0,1234.433365,2,618.2244825,2H
3,3,1,0,H3N3F1S0,1259.465065,2,630.7403325,2H
4,3,0,0,H4N3F0S0,1275.459965,2,638.7377825,2H
3,4,0,0,H3N4F0S0,1316.486565,2,659.2510825,2H
3,2,1,1,H3N2F1S1,1347.481065,2,674.7483325,2H
4,2,2,0,H4N2F2S0,1364.496365,2,683.2559825,2H
5,2,1,0,H5N2F1S0,1380.491265,2,691.2534325,2H
6,2,0,0,H6N2F0S0,1396.486165,2,699.2508825,2H
3,3,0,1,H3N3F0S1,1404.502565,2,703.2590825,2H
3,3,2,0,H3N3F2S0,1405.522965,2,703.7692825,2H
4,3,1,0,H4N3F1S0,1421.517865,2,711.7667325,2H
5,3,0,0,H5N3F0S0,1437.512765,2,719.7641825,2H
3,4,1,0,H3N4F1S0,1462.544465,2,732.2800325,2H
4,4,0,0,H4N4F0S0,1478.539365,2,740.2774825,2H
4,2,1,1,H4N2F1S1,1509.533865,2,755.7747325,2H
4,2,3,0,H4N2F3S0,1510.554265,2,756.2849325,2H
3,5,0,0,H3N5F0S0,1519.565965,2,760.7907825,2H
6,2,1,0,H6N2F1S0,1542.544065,2,772.2798325,2H
3,3,1,1,H3N3F1S1,1550.560465,2,776.2880325,2H
7,2,0,0,H7N2F0S0,1558.538965,2,780.2772825,2H
4,3,0,1,H4N3F0S1,1566.555365,2,784.2854825,2H
4,3,2,0,H4N3F2S0,1567.575765,2,784.7956825,2H
5,3,1,0,H5N3F1S0,1583.570665,2,792.7931325,2H
6,3,0,0,H6N3F0S0,1599.565565,2,800.7905825,2H
3,4,2,0,H3N4F2S0,1608.602365,2,805.3089825,2H
4,4,1,0,H4N4F1S0,1624.597265,2,813.3064325,2H
5,4,0,0,H5N4F0S0,1640.592165,2,821.3038825,2H
3,5,1,0,H3N5F1S0,1665.623865,2,833.8197325,2H
4,5,0,0,H4N5F0S0,1681.618765,2,841.8171825,2H
7,2,1,0,H7N2F1S0,1704.596865,2,853.3062325,2H
4,3,1,1,H4N3F1S1,1712.613265,2,857.3144325,2H
8,2,0,0,H8N2F0S0,1720.591765,2,861.3036825,2H
5,3,0,1,H5N3F0S1,1728.608165,2,865.3118825,2H
5,3,2,0,H5N3F2S0,1729.628565,2,865.8220825,2H
6,3,1,0,H6N3F1S0,1745.623465,2,873.8195325,2H
3,4,3,0,H3N4F3S0,1754.660265,2,878.3379325,2H
4,4,0,1,H4N4F0S1,1769.634765,2,885.8251825,2H
4,4,2,0,H4N4F2S0,1770.655165,2,886.3353825,2H
5,4,1,0,H5N4F1S0,1786.650065,2,894.3328325,2H
6,4,0,0,H6N4F0S0,1802.644965,2,902.3302825,2H
3,5,2,0,H3N5F2S0,1811.681765,2,906.8486825,2H
4,5,1,0,H4N5F1S0,1827.676665,2,914.8461325,2H
5,5,0,0,H5N5F0S0,1843.671565,2,922.8435825,2H
4,3,0,2,H4N3F0S2,1857.650765,2,929.8331825,2H
4,3,2,1,H4N3F2S1,1858.671165,2,930.3433825,2H
8,2,1,0,H8N2F1S0,1866.649665,2,934.3326325,2H
3,6,1,0,H3N6F1S0,1868.703265,2,935.3594325,2H
5,3,1,1,H5N3F1S1,1874.666065,2,938.3408325,2H
9,2,0,0,H9N2F0S0,1882.644565,2,942.3300825,2H
4,6,0,0,H4N6F0S0,1884.698165,2,943.3568825,2H
6,3,0,1,H6N3F0S1,1890.660965,2,946.3382825,2H
6,3,2,0,H6N3F2S0,1891.681365,2,946.8484825,2H
4,4,1,1,H4N4F1S1,1915.692665,2,958.8541325,2H
4,4,3,0,H4N4F3S0,1916.713065,2,959.3643325,2H
3,7,0,0,H3N7F0S0,1925.724765,2,963.8701825,2H
5,4,0,1,H5N4F0S1,1931.687565,2,966.8515825,2H
5,4,2,0,H5N4F2S0,1932.707965,2,967.3617825,2H
6,4,1,0,H6N4F1S0,1948.702865,2,975.3592325,2H
3,5,3,0,H3N5F3S0,1957.739665,2,979.8776325,2H
7,4,0,0,H7N4F0S0,1964.697765,2,983.3566825,2H
4,5,0,1,H4N5F0S1,1972.714165,2,987.3648825,2H
4,5,2,0,H4N5F2S0,1973.734565,2,987.8750825,2H
5,5,1,0,H5N5F1S0,1989.729465,2,995.8725325,2H
4,3,1,2,H4N3F1S2,2003.708665,2,1002.862133,2H
4,3,3,1,H4N3F3S1,2004.729065,2,1003.372333,2H
6,5,0,0,H6N5F0S0,2005.724365,2,1003.869983,2H
8,2,0,1,H8N2F0S1,2011.687165,2,1006.851383,2H
3,6,2,0,H3N6F2S0,2014.761165,2,1008.388383,2H
5,3,0,2,H5N3F0S2,2019.703565,2,1010.859583,2H
5,3,2,1,H5N3F2S1,2020.723965,2,1011.369783,2H
9,2,1,0,H9N2F1S0,2028.702465,2,1015.359033,2H
4,6,1,0,H4N6F1S0,2030.756065,2,1016.385833,2H
6,3,1,1,H6N3F1S1,2036.718865,2,1019.367233,2H
6,3,3,0,H6N3F3S0,2037.739265,2,1019.877433,2H
10,2,0,0,H10N2F0S0,2044.697365,2,1023.356483,2H
5,6,0,0,H5N6F0S0,2046.750965,2,1024.383283,2H
4,4,2,1,H4N4F2S1,2061.750565,2,1031.883083,2H
3,7,1,0,H3N7F1S0,2071.782665,2,1036.899133,2H
5,4,1,1,H5N4F1S1,2077.745465,2,1039.880533,2H
5,4,3,0,H5N4F3S0,2078.765865,2,1040.390733,2H
4,7,0,0,H4N7F0S0,2087.777565,2,1044.896583,2H
6,4,0,1,H6N4F0S1,2093.740365,2,1047.877983,2H
6,4,2,0,H6N4F2S0,2094.760765,2,1048.388183,2H
3,5,4,0,H3N5F4S0,2103.797565,2,1052.906583,2H
7,4,1,0,H7N4F1S0,2110.755665,2,1056.385633,2H
4,5,1,1,H4N5F1S1,2118.772065,2,1060.393833,2H
4,5,3,0,H4N5F3S0,2119.792465,2,1060.904033,2H
5,5,0,1,H5N5F0S1,2134.766965,2,1068.391283,2H
5,5,2,0,H5N5F2S0,2135.787365,2,1068.901483,2H
6,5,1,0,H6N5F1S0,2151.782265,2,1076.898933,2H
3,6,3,0,H3N6F3S0,2160.819065,2,1081.417333,2H
7,5,0,0,H7N5F0S0,2167.777165,2,1084.896383,2H
4,6,0,1,H4N6F0S1,2175.793565,2,1088.904583,2H
4,6,2,0,H4N6F2S0,2176.813965,2,1089.414783,2H
6,3,2,1,H6N3F2S1,2182.776765,2,1092.396183,2H
10,2,1,0,H10N2F1S0,2190.755265,2,1096.385433,2H
5,6,1,0,H5N6F1S0,2192.808865,2,1097.412233,2H
11,2,0,0,H11N2F0S0,2206.750165,2,1104.382883,2H
4,4,3,1,H4N4F3S1,2207.808465,2,1104.912033,2H
6,6,0,0,H6N6F0S0,2208.803765,2,1105.409683,2H
3,7,2,0,H3N7F2S0,2217.840565,2,1109.928083,2H
5,4,0,2,H5N4F0S2,2222.782965,2,1112.399283,2H
5,4,2,1,H5N4F2S1,2223.803365,2,1112.909483,2H
4,7,1,0,H4N7F1S0,2233.835465,2,1117.925533,2H
6,4,1,1,H6N4F1S1,2239.798265,2,1120.906933,2H
6,4,3,0,H6N4F3S0,2240.818665,2,1121.417133,2H
5,7,0,0,H5N7F0S0,2249.830365,2,1125.922983,2H
7,4,0,1,H7N4F0S1,2255.793165,2,1128.904383,2H
7,4,2,0,H7N4F2S0,2256.813565,2,1129.414583,2H
4,5,0,2,H4N5F0S2,2263.809565,2,1132.912583,2H
4,5,2,1,H4N5F2S1,2264.829965,2,1133.422783,2H
4,5,4,0,H4N5F4S0,2265.850365,2,1133.932983,2H
5,5,1,1,H5N5F1S1,2280.824865,2,1141.420233,2H
5,5,3,0,H5N5F3S0,2281.845265,2,1141.930433,2H
6,5,0,1,H6N5F0S1,2296.819765,2,1149.417683,2H
6,5,2,0,H6N5F2S0,2297.840165,2,1149.927883,2H
3,6,4,0,H3N6F4S0,2306.876965,2,1154.446283,2H
7,5,1,0,H7N5F1S0,2313.835065,2,1157.925333,2H
7,5,1,0,H7N5F1S0,2313.835065,2,1157.925333,2H
4,6,1,1,H4N6F1S1,2321.851465,2,1161.933533,2H
4,6,3,0,H4N6F3S0,2322.871865,2,1162.443733,2H
5,6,0,1,H5N6F0S1,2337.846365,2,1169.930983,2H
5,6,2,0,H5N6F2S0,2338.866765,2,1170.441183,2H
11,2,1,0,H11N2F1S0,2352.808065,2,1177.411833,2H
6,6,1,0,H6N6F1S0,2354.861665,2,1178.438633,2H
3,7,3,0,H3N7F3S0,2363.898465,2,1182.957033,2H
12,2,0,0,H12N2F0S0,2368.802965,2,1185.409283,2H
5,4,1,2,H5N4F1S2,2368.840865,2,1185.428233,2H
5,4,3,1,H5N4F3S1,2369.861265,2,1185.938433,2H
7,6,0,0,H7N6F0S0,2370.856565,2,1186.436083,2H
4,7,0,1,H4N7F0S1,2378.872965,2,1190.444283,2H
4,7,2,0,H4N7F2S0,2379.893365,2,1190.954483,2H
6,4,0,2,H6N4F0S2,2384.835765,2,1193.425683,2H
6,4,2,1,H6N4F2S1,2385.856165,2,1193.935883,2H
5,7,1,0,H5N7F1S0,2395.888265,2,1198.951933,2H
7,4,1,1,H7N4F1S1,2401.851065,2,1201.933333,2H
7,4,3,0,H7N4F3S0,2402.871465,2,1202.443533,2H
4,5,3,1,H4N5F3S1,2410.887865,2,1206.451733,2H
6,7,0,0,H6N7F0S0,2411.883165,2,1206.949383,2H
3,8,2,0,H3N8F2S0,2420.919965,2,1211.467783,2H
5,5,0,2,H5N5F0S2,2425.862365,2,1213.938983,2H
5,5,2,1,H5N5F2S1,2426.882765,2,1214.449183,2H
5,5,4,0,H5N5F4S0,2427.903165,2,1214.959383,2H
4,8,1,0,H4N8F1S0,2436.914865,2,1219.465233,2H
6,5,1,1,H6N5F1S1,2442.877665,2,1222.446633,2H
6,5,3,0,H6N5F3S0,2443.898065,2,1222.956833,2H
5,8,0,0,H5N8F0S0,2452.909765,2,1227.462683,2H
7,5,0,1,H7N5F0S1,2458.872565,2,1230.444083,2H
7,5,2,0,H7N5F2S0,2459.892965,2,1230.954283,2H
4,6,2,1,H4N6F2S1,2467.909365,2,1234.962483,2H
4,6,4,0,H4N6F4S0,2468.929765,2,1235.472683,2H
3,9,1,0,H3N9F1S0,2477.941465,2,1239.978533,2H
5,6,1,1,H5N6F1S1,2483.904265,2,1242.959933,2H
5,6,3,0,H5N6F3S0,2484.924665,2,1243.470133,2H
6,6,0,1,H6N6F0S1,2499.899165,2,1250.957383,2H
6,6,2,0,H6N6F2S0,2500.919565,2,1251.467583,2H
3,7,4,0,H3N7F4S0,2509.956365,2,1255.985983,2H
12,2,1,0,H12N2F1S0,2514.860865,2,1258.438233,2H
7,6,1,0,H7N6F1S0,2516.914465,2,1259.465033,2H
4,7,1,1,H4N7F1S1,2524.930865,2,1263.473233,2H
4,7,3,0,H4N7F3S0,2525.951265,2,1263.983433,2H
6,4,1,2,H6N4F1S2,2530.893665,2,1266.454633,2H
6,4,3,1,H6N4F3S1,2531.914065,2,1266.964833,2H
8,6,0,0,H8N6F0S0,2532.909365,2,1267.462483,2H
10,3,0,1,H10N3F0S1,2538.872165,2,1270.443883,2H
5,7,0,1,H5N7F0S1,2540.925765,2,1271.470683,2H
5,7,2,0,H5N7F2S0,2541.946165,2,1271.980883,2H
7,4,0,2,H7N4F0S2,2546.888565,2,1274.452083,2H
7,4,2,1,H7N4F2S1,2547.908965,2,1274.962283,2H
7,4,4,0,H7N4F4S0,2548.929365,2,1275.472483,2H
4,5,4,1,H4N5F4S1,2556.945765,2,1279.480683,2H
6,7,1,0,H6N7F1S0,2557.941065,2,1279.978333,2H
8,4,3,0,H8N4F3S0,2564.924265,2,1283.469933,2H
5,5,1,2,H5N5F1S2,2571.920265,2,1286.967933,2H
